,basket_icon_click,basket_add_list,basket_add_detail,sort_by,image_picker,account_page_click,promo_banner_click,detail_wishlist_add,list_size_dropdown,closed_minibasket_click,checked_delivery_detail,checked_returns_detail,sign_in,saw_checkout,saw_sizecharts,saw_delivery,saw_account_upgrade,saw_homepage,device_mobile,device_computer,device_tablet,returning_user,loc_uk,MCA0,MCA1,MCA2,MCA3,MCA4,MCA5,MCA6,MCA7,Cluster
30848,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,-0.10779433772805602,0.29533621425946044,0.018450836835032552,-0.1250984845008356,0.09312157924368776,-0.17579536541369245,-0.07958388236677272,0.17218411172147075,0
30870,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.6002055679143274,-0.5198014716005059,0.08203400640665585,-0.22782346852467125,0.1286732289337171,0.3487764031958975,0.5901296738436236,-0.003937221928205778,1
30881,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,-0.06221111363185867,0.3356524681060181,0.5123766711388982,0.21350117521957163,-0.3289696892134439,0.032745754441242246,0.068037700911713,-0.09904575281385773,3
30960,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.05768461683775299,-0.3460367080818644,0.43807053716805955,-0.11923681745827848,-0.051062037446117814,0.04106022739480693,-0.14031708449010757,-0.09345062572432136,1
30983,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.0026972845407547026,0.3472938457604566,-0.503929888851707,-0.06507071004357627,-0.020854508127418295,-0.18807781549889185,-0.12304294297941239,0.20763740398333805,0
31015,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,-0.047570491109827674,0.5140259759024761,0.3178013574231785,-0.0752390868854684,0.1955697175076615,-0.09755310095099196,-0.04759423137518753,-0.05901502656854548,0
31128,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,-0.051552863512691276,-0.10306299328407971,0.41757477821829764,-0.14562941136445096,0.117077605675352,-0.016151651707560645,-0.15554435413792633,-0.08228207662468882,1
31129,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0.04257753280630788,-0.05262619474149515,0.28171550434346776,0.19923380458132783,0.3850686481699006,-0.16571368138255713,0.1160470451029816,0.016698307603669988,1
31141,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.12749270052233488,0.04485134898640569,0.2508237141117245,0.3040348636246008,-0.42819994356543567,-0.03693583368498422,-0.0337930635747375,-0.04213389107861175,3
31146,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.12325788451601186,-0.31794137246198,-0.029666798932665047,-0.19881389480212971,-0.14224011729124522,0.146611890859114,-0.10024702761996154,-0.2768773289337559,2
31199,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,-0.17700614823032051,0.3687536589758857,-0.38906634086464065,-0.12937732406387686,0.034684303232431685,-0.14015183950169827,-0.0235385359439421,0.19985373187410163,0
31247,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0.07705130612726371,-0.11753416738638665,-0.37458075998214363,-0.2880144852994361,-0.08697294716150757,0.08685124469669435,-0.3755974449309171,-0.01606668691083011,2
31291,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,-0.13149992716224473,0.2678182457290534,0.5855800635914625,0.06486650858867767,-0.5426527748871793,0.15225972801128831,-0.1156609472938896,-0.1937269032396204,3
31293,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.16717027708662935,-0.2813911149013666,0.155478359261844,0.02410538428245483,0.05747461062695101,-0.11541275222835418,-0.10180760977080353,0.002853310956103267,1
31322,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,-0.03608069035835522,0.18719152198296088,-0.4038798126025723,0.1540704731510026,-0.5950015410893402,-0.04681199016257907,-0.05309577714334015,0.16144579188345132,3
31334,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.06405059058530618,-0.1994858275839508,-0.3402603897965107,0.20232277733459328,0.12620686952050117,-0.031939141087363856,0.21048758726368902,-0.04765743929245051,2
31354,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0.003596886205939207,-0.13905094190481135,-0.4992251674524527,-0.12585900619114337,-0.10932698689695367,-0.12528890870594903,-0.12111032333940618,0.2064329939181663,2
31355,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0.10792073028487655,-0.3569390381094097,0.3428444716007558,0.08423665546667693,-0.07876472774031296,-0.13431959232183624,-0.20475996012093559,0.18156004680063667,1
31388,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.07810642336270471,-0.231835966066053,-0.1973954288518141,-0.11977830708169694,0.021835342141673545,0.03806488723314651,0.03776685413481282,-0.18835706436256763,2
31395,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,-0.07561017649858359,-0.2137052106447112,0.25811003362435403,-0.16686199905853702,0.03693395999082601,-0.1539255939015812,-0.10081918881682451,0.25183651960541786,1
31413,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,-0.07931711101869139,0.11055257925749704,0.4020603961218058,0.056721206255370825,-0.29891015110232605,0.049289752075896046,0.009058284453072196,-0.09524249963397141,3
31487,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0.021243687672584173,0.0878279367202595,0.49033166956909996,0.07757277049600754,-0.3503070924701396,0.22313029571485277,-0.18877577813077814,-0.2724172440168446,3
31529,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,-0.11841839420132175,0.15702654577618305,-0.04400153028029195,0.2769769242053787,-0.40449004740506156,0.022920275321559585,0.1280224851935334,-0.0005348757240204697,3
31530,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,-0.06880506476130709,0.05873788996837688,-0.07018071795761449,0.425978800485795,-0.35992362898908326,0.07552677972748745,0.23935891781701246,-0.22288414674011203,3
31535,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,-0.026631241332891565,-0.2493738184980536,0.2899793896686732,0.09896562916680905,0.1408495430524559,-0.19494061995061018,0.03275832866930904,0.2622966392625885,1
31605,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,-0.1252881344459964,0.38187855914724433,0.5001447975143417,0.08684040589888035,-0.40504915120941887,-0.05369306322917835,-0.03047828516977828,0.15772112794469328,3
31643,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,-0.17700614823032051,0.3687536589758857,-0.38906634086464065,-0.12937732406387686,0.034684303232431685,-0.14015183950169827,-0.0235385359439421,0.19985373187410163,0
31667,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.10159700940837049,-0.2532957792814821,-0.31225897683888054,-0.055471693061396335,-0.033703469218176435,-0.009861088764047087,-0.06173755290065749,-0.18057339225333122,2
31714,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0.13198196730747389,0.21035237114488217,-0.08200922284806762,0.024341384676036446,0.08705386906803256,-0.11356913083782144,-0.08683809863072173,-0.09851216423904063,0
31734,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.02912748819701265,-0.26750457391939536,-0.16552607280749496,0.14604932114364905,0.12575092520330342,-0.0029501388158825054,0.17134437162094643,-0.17789694470539705,2
31753,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.03644577948124617,-0.29559990953927984,0.30221126329322967,0.22562639848750032,0.21692900504843088,-0.10850180228018957,0.1312743147508003,0.005529758504037449,1
31765,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,-0.17700614823032051,0.3687536589758857,-0.38906634086464065,-0.12937732406387686,0.034684303232431685,-0.14015183950169827,-0.0235385359439421,0.19985373187410163,0
31797,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,-0.07900602502788921,0.25450882159921495,-0.2021001502510684,-0.058990010934129825,0.11030782091120891,-0.024724019559796306,0.0358342344948066,-0.18715265429739592,0
31824,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,-0.07964041930221182,0.31712886955367875,-0.14405160652942672,0.05783574101079987,0.16965698555686048,-0.11834555001475316,0.05807531935746117,0.045656736375866265,0
31843,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0.12434611524078708,0.2693637978103296,-0.030194525839767807,-0.47061608848775616,-0.19251211042611988,0.45495798623977274,0.05529688875161892,0.01775318546713484,0
31846,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.03644577948124617,-0.29559990953927984,0.30221126329322967,0.22562639848750032,0.21692900504843088,-0.10850180228018957,0.1312743147508003,0.005529758504037449,1
31869,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,-0.00323179708304827,0.030642554348492466,0.3975566181431101,0.5055558778296463,-0.26874554914395576,-0.03002488373681962,0.19928886094686638,-0.03945744353067756,3
31884,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0.038519988594232765,-0.2070696882402559,-0.324490850463437,-0.18213246238208758,-0.10978293121415142,-0.09629990643446767,-0.16025353898214878,0.0761934885052198,2
31885,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.1328815689726584,-0.27599241652038586,-0.0773045014488133,-0.03644691147153066,-0.0014186097015028182,-0.05078022404487863,-0.08490547899071552,-0.09971657430421238,2
31916,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.03644577948124617,-0.29559990953927984,0.30221126329322967,0.22562639848750032,0.21692900504843088,-0.10850180228018957,0.1312743147508003,0.005529758504037449,1
31922,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.002157071367275291,-0.2902012111582991,0.06942840258257234,0.16507410273351475,0.15803578471997703,-0.04386927409671405,0.14817644553088838,-0.0970401267562782,1
31988,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,-0.18985970380934827,0.9030108175643111,0.044741715139056164,-0.23240577015392955,0.10474442249257225,-0.1265927805803855,-0.08773851358286797,0.17629328471662686,0
31990,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,-0.11528775306287803,0.11253725324306105,0.35345538847423447,0.11306748028360895,-0.44874059420156065,-0.07544867535821122,-0.03280464262075849,0.20684931757070285,3
32012,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.01699594907266413,0.4103067368459179,-0.2449585299379087,0.2545041680869652,-0.47523063610122357,0.06138243963687438,0.04774656638913135,-0.14444927850110928,3
32093,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.1328815689726584,-0.27599241652038586,-0.0773045014488133,-0.03644691147153066,-0.0014186097015028182,-0.05078022404487863,-0.08490547899071552,-0.09971657430421238,2
32095,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,-0.057915800897179466,-0.2266771812591499,0.05502491427860605,0.0799408475769433,0.10856468353578226,-0.15402148466977864,0.055926254759367064,0.1814398213134696,1
32139,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,-0.08249359349812119,0.5820447222379207,0.14306704043416288,-0.018965630694524165,0.19602566182485925,-0.1265421032224733,-0.008451015732444925,0.071224478844401,0
32150,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0.06577430535489244,0.30106775471923036,-0.4916980152271506,0.061590059277114986,0.055224953868556685,-0.10163899782847124,-0.0245269568979211,-0.04912947677521296,0
32167,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.012533155684445867,-0.2599313016859374,0.2703419072489105,-0.04020122973784576,0.113013421986801,-0.06748677623116059,-0.0023032027353332234,-0.004930361153133164,1
32191,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0.06824315372058208,-0.030696574221637348,0.43818982645063626,0.36416613480882287,-0.5644392819326995,-0.05584267377846629,-0.13674541392486958,0.13657284476592166,3
32203,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0.004678740187448799,-0.10395485851965376,-0.16783101167238285,-0.14076576060774174,0.3329722532069308,0.20914186640106847,0.060707535764417495,-0.6105363175608279,2
32207,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0.03082380446816745,0.019191416692465366,-0.19204995301454772,0.4675232829766071,-0.5790819554646542,0.10715880508478001,0.04098384466951034,-0.1733812337891173,3
32233,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.05768461683775299,-0.3460367080818644,0.43807053716805955,-0.11923681745827848,-0.051062037446117814,0.04106022739480693,-0.14031708449010757,-0.09345062572432136,1
32239,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0.003596886205939207,-0.13905094190481135,-0.4992251674524527,-0.12585900619114337,-0.10932698689695367,-0.12528890870594903,-0.12111032333940618,0.2064329939181663,2
32247,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0.0199973768143116,0.41604713226598816,0.40874367920764665,0.00720861037842324,0.5841453185289612,0.374393274359991,0.7317085892084837,-0.5605912282691612,0
32277,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0.14967634290887805,0.1973804005304435,-0.2850943421938158,0.2711442313115167,0.15868459261298878,-0.11366502160601888,0.0699073449454699,-0.16890886253098888,0
32279,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0.34920100916516944,0.3340093909908274,-0.31278670374598333,-0.3272738867470229,-0.08397546235305105,0.2984850066166117,0.093806363470923,0.11405712214755942,0
32282,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0.2226120994296868,0.8768166055231909,0.17610651630990246,0.18865584585953923,0.5664899837501669,0.04725762358057183,0.03491384424611865,-0.5929354955755273,0
32308,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0.3151775084420604,-0.08431665033899592,-0.48281629933574466,-0.33178872670364584,-0.17199199680538863,0.3322849111380732,0.1348821987536718,0.24309221749533425,2
32323,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0.19629286917324318,0.16727154480887643,0.3698642565909425,-0.09286224022889349,-0.5114056041099957,0.3821251444858109,0.22318787947231952,0.24350854114787077,3
32338,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.07810642336270471,-0.231835966066053,-0.1973954288518141,-0.11977830708169694,0.021835342141673545,0.03806488723314651,0.03776685413481282,-0.18835706436256763,2
32346,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,-0.5323280209233916,-0.1831490781733364,0.32967759759415033,-0.3614310255919059,0.44815082827160335,0.11848088305228428,0.5392687115942997,0.26871817529487885,1
32353,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.05768461683775299,-0.3460367080818644,0.43807053716805955,-0.11923681745827848,-0.051062037446117814,0.04106022739480693,-0.14031708449010757,-0.09345062572432136,1
32388,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0.10409325627249162,-0.23516502386014035,0.14324648563728756,-0.10255538503823643,-0.01860485136902398,-0.20185156989877479,-0.2003235958522948,0.2596201917146543,1
32422,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0.025545796432943295,0.4600861840301715,0.4441959509340825,0.26018762025033876,0.349092926810108,-0.1495350969440995,0.1316680525617743,-0.042394021056800374,0
32427,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0.015732573074604825,0.5226702647829193,0.304188141649415,-0.22834778283728532,0.20863816315547043,0.1682526106910484,-0.2394944557357822,-0.377923706803283,0
32436,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,-0.030027089862197154,0.21884021374587265,-0.17023079420674925,0.20683761729121616,0.2142234039728388,-0.06573904560882532,0.1694117519809402,-0.1766925346402253,0
32503,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.10159700940837049,-0.2532957792814821,-0.31225897683888054,-0.055471693061396335,-0.033703469218176435,-0.009861088764047087,-0.06173755290065749,-0.18057339225333122,2
32517,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,-0.10989888461255451,-0.20830651226373045,0.025327172913696728,-0.22741429481252248,-0.021959260337627812,-0.08929306571810565,-0.08391705803673649,0.14926663434510223,1
32627,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,-0.0826445678518948,0.2998309306957558,-0.14187999185001687,0.016308226846680082,0.1430486247450803,-0.09463215711210923,0.05180952404749117,0.02394366906466947,0
32665,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.15057594457406256,-0.28896438713482453,-0.2803896207945614,0.21035593516394965,0.07021211384345344,-0.05087611481307608,0.0718399645854761,-0.17011327259616063,2
32710,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,-0.1216526279850558,0.6067215185236873,0.024143576088411632,0.10753150396954791,-0.25200812593710153,0.08108553880318177,0.09288048813404032,-0.2713039069236597,3
32711,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,-0.12778438131011752,0.36374780372590254,0.04463933503817353,0.13392409787572043,-0.4201477690585713,0.13829741790554934,0.10810775778185905,-0.28247245602329224,3
32718,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.0026972845407547026,0.3472938457604566,-0.503929888851707,-0.06507071004357627,-0.020854508127418295,-0.18807781549889185,-0.12304294297941239,0.20763740398333805,0
32772,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.06667390702007694,-0.18527703294603756,-0.48699329382789625,0.0008017631295478779,-0.03324752490097868,-0.03885009103552844,-0.02259433725791489,-0.05033388684038471,2
32788,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,-0.7122615238941572,-0.4379067727059374,0.03793277673778022,-0.6203118660707085,-0.05132181612388773,0.3033526115745059,0.35803617027599854,0.24236953917317466,1
32791,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0.3457134406949375,0.6615452916295331,0.032380486939247936,-0.28724950650741726,0.0017423785605993048,0.19666692295393465,0.04952111324367146,0.3724342552893564,0
32797,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.07810642336270471,-0.231835966066053,-0.1973954288518141,-0.11977830708169694,0.021835342141673545,0.03806488723314651,0.03776685413481282,-0.18835706436256763,2
32814,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0.00426161825177375,0.2134415153648919,0.06255206650390817,0.26738991304520165,0.2731166243012925,-0.13037157379230083,0.1525096212008521,-0.07412264937990967,0
32816,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0.003596886205939207,-0.13905094190481135,-0.4992251674524527,-0.12585900619114337,-0.10932698689695367,-0.12528890870594903,-0.12111032333940618,0.2064329939181663,2
32872,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,-0.07904782985213256,0.20930148336166904,0.11439863339690867,0.5489727215924519,0.41455844885687476,0.8745144405244872,-0.6734674223938806,0.4588769253435963,0
32887,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,-0.07561017649858359,-0.2137052106447112,0.25811003362435403,-0.16686199905853702,0.03693395999082601,-0.1539255939015812,-0.10081918881682451,0.25183651960541786,1
32910,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.004652003441380225,-0.21031919154762832,-0.07275102138150501,-0.28193378618998954,0.04418938187711965,0.25020504063578985,-0.2167202674566981,-0.41085674519156407,2
32937,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.21614921225232137,-0.31705972275470895,0.18734771530616318,0.28993301250780085,0.16139019368858087,-0.15642777827738316,0.03176990771533004,0.013313430613273867,1
32968,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.02912748819701265,-0.26750457391939536,-0.16552607280749496,0.14604932114364905,0.12575092520330342,-0.0029501388158825054,0.17134437162094643,-0.17789694470539705,2
32970,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0.1220188159333222,-0.36749652129729354,0.3232069891809931,-0.05493020343797786,-0.10660084880596778,-0.006865748602386666,-0.2398214915255779,-0.08566695361508496,1
32990,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,-0.18684483607549002,0.4500377340803093,-0.22462021941742707,0.12059847515620346,-0.46929945098219017,0.12027538557814656,0.10156620697377337,-0.15839383646492017,3
33008,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,-0.007303096842363677,0.6166351516646399,-0.35724047981159995,-0.09129778442830488,0.022836934864723477,-0.166322203369859,-0.12071658552843219,0.15850921435732848,0
33055,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.11302952575099826,-0.16381721973060845,-0.3721297458408298,-0.06350485089075271,0.02229128645887131,0.009075884961665155,0.0769100697775554,-0.05811755894962111,2
33098,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.07810642336270471,-0.231835966066053,-0.1973954288518141,-0.11977830708169694,0.021835342141673545,0.03806488723314651,0.03776685413481282,-0.18835706436256763,2
33132,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,-0.047570491109827674,0.5140259759024761,0.3178013574231785,-0.0752390868854684,0.1955697175076615,-0.09755310095099196,-0.04759423137518753,-0.05901502656854548,0
33138,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0.05592489832554768,0.8526228521655786,-0.06006157390286369,8.912735118214177e-05,0.15189343394047744,-0.11179333180980247,-0.08246113922687699,-0.05097685662149095,0
33163,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.043817715248733784,-0.23723466444703373,0.03538743185884329,-0.05922601132771145,0.08072856247012737,-0.026567640950329027,0.020864723354724793,-0.08578717910225202,1
33187,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0.09073425636903429,-0.3447998840583898,0.08825251379092582,-0.07395498502784355,-0.1388857083226414,0.0340533866784449,-0.21665356543551986,-0.1665237715642038,1
33250,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,-0.09736219340204744,-0.019794244194092116,0.53341589201794,0.16069266188386752,-0.5367365916385045,0.11953714593817688,-0.07230253829404155,-0.13843782775903637,3
33255,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,-0.10123192028547949,0.1448873917251632,0.21059042752953802,0.4351685646998993,-0.344369066822733,-0.14545270367872157,0.13991609050811774,0.34754894264082,3
33295,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.03644577948124617,-0.29559990953927984,0.30221126329322967,0.22562639848750032,0.21692900504843088,-0.10850180228018957,0.1312743147508003,0.005529758504037449,1
33303,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0.038519988594232765,-0.2070696882402559,-0.324490850463437,-0.18213246238208758,-0.10978293121415142,-0.09629990643446767,-0.16025353898214878,0.0761934885052198,2
33338,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0.038519988594232765,-0.2070696882402559,-0.324490850463437,-0.18213246238208758,-0.10978293121415142,-0.09629990643446767,-0.16025353898214878,0.0761934885052198,2
33341,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0.12134719165003292,0.5423137250035294,0.12272872991368118,0.11494006223623757,0.19009447670582588,-0.18543504916374545,-0.06227065631708694,0.08516903680821192,0
33342,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,-0.026631241332891565,-0.2493738184980536,0.2899793896686732,0.09896562916680905,0.1408495430524559,-0.19494061995061018,0.03275832866930904,0.2622966392625885,1
33367,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,-0.07561017649858359,-0.2137052106447112,0.25811003362435403,-0.16686199905853702,0.03693395999082601,-0.1539255939015812,-0.10081918881682451,0.25183651960541786,1
33381,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.21614921225232137,-0.31705972275470895,0.18734771530616318,0.28993301250780085,0.16139019368858087,-0.15642777827738316,0.03176990771533004,0.013313430613273867,1
33390,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,-0.1801931637757022,0.6168458208770575,0.16669121684676128,-0.3940100133700533,0.10428342082494543,0.3416864314976849,0.5487341118729855,-0.3067310554689711,0
33425,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0.03163657159469512,0.588680244642376,-0.4395338436536283,-0.034236094018074786,0.04930877061988186,-0.06891641575535981,-0.06788536589776917,-0.104418552255797,0
33489,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.07810642336270471,-0.231835966066053,-0.1973954288518141,-0.11977830708169694,0.021835342141673545,0.03806488723314651,0.03776685413481282,-0.18835706436256763,2
33491,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.10159700940837049,-0.2532957792814821,-0.31225897683888054,-0.055471693061396335,-0.033703469218176435,-0.009861088764047087,-0.06173755290065749,-0.18057339225333122,2
33495,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,-0.028013322727585506,0.4059193829479367,0.05018686869387367,-0.1876134521910002,0.3776501294971648,0.018995006656873488,-0.06290899604713802,-0.27170820878798635,0
